gene_id	bp_length	symbol
284688	1725	LINC01142
284695	3973	ZNF326
284697	1786	BTBD8
2847	2423	MCHR1
284702	5045	NA
284716	10569	RIMKLA
284723	3070	SLC25A34
284729	2684	ESPNP
284739	5387	LINC00176
284749	3953	LINC00494
284751	2278	LINC01270
284756	2732	C20orf197
284757	5391	MIR646HG
284759	3531	SIRPB2
284788	1684	LOC284788
284798	3726	LOC284798
2848	1224	GPR25
284800	5111	FAM182A
284801	2008	MIR663AHG
284802	1038	FRG1BP
284805	5103	C20orf203
284827	483	KRTAP13-4
284835	2019	LINC00323
284837	4874	AATBC
284865	2227	LOC284865
2849	10304	GPR26
284900	8248	TTC28-AS1
284904	2631	SEC14L4
284933	3629	LOC284933
284942	2468	RPL23AP82
284948	2394	SH2D6
284950	3108	LOC284950
284992	7384	CCDC150
284996	3706	RNF149
284998	3752	LINC01114
285	6611	ANGPT2
2850	1128	GPR27
285000	1416	LOC285000
285016	1398	FAM150B
285025	15199	CCDC141
285033	2482	STARD7-AS1
285045	2474	LINC00486
285051	2914	C2orf61
285074	3872	LOC285074
285084	3122	LINC01305
285103	1835	MED15P9
28511	2606	NKIRAS2
285116	8836	AHCTF1P1
28512	2235	NKIRAS1
285126	2024	DNAJC5G
28513	6614	CDH19
285141	596	ERICH2
285148	1294	IAH1
285150	1697	FLJ33534
285154	1753	CYP1B1-AS1
285172	10952	FAM126B
285175	19197	UNC80
285180	3729	RUFY4
285189	841	PLGLA
285190	8439	RGPD4
285193	3709	DUSP28
285194	2102	TUSC7
285195	3627	SLC9A9
2852	3149	GPER1
285203	5140	EOGT
285205	1306	LINC00636
285220	5905	EPHA6
285224	1798	DNAJB8-AS1
285231	1674	FBXW12
285237	2630	C3orf38
285242	2523	HTR3E
285266	2039	ENTPD3-AS1
285267	4255	ZNF619
285268	8564	ZNF621
285282	3883	RABL3
285286	2315	LINC00877
2853	960	GPR31
285311	1739	C3orf56
285313	8787	IGSF10
285315	1931	C3orf33
285326	1031	LINC00692
285331	5924	CCDC66
285335	4127	SLC9C1
285343	5471	TCAIM
285346	1967	ZNF852
285349	2205	ZNF660
285352	2540	KIF9-AS1
285359	983	PDCL3P4
285362	4281	SUMF1
285367	3317	RPUSD3
285368	3938	PRRT3
285370	2869	LINC00606
285375	994	LINC00620
285381	4239	DPH3
285382	5901	C3orf70
285386	4875	TPRG1
2854	1269	GPR32
285401	1969	LINC00698
285407	3870	ALG1L9P
285419	8982	LINC01091
285429	4772	DCAF4L1
285440	4868	CYP4V2
285441	2804	F11-AS1
285456	3866	RPL34-AS1
285463	16591	CTBP1-AS
285464	4443	CRIPAK
285484	2547	LOC285484
285489	2866	DOK7
285492	2483	LINC00955
285498	3309	RNF212
285501	1034	LINC01098
285512	4510	FAM13A-AS1
285513	6352	GPRIN3
285521	4530	COX18
285525	1173	YIPF7
285527	18034	FRYL
285533	4015	RNF175
285540	1120	SEPSECS-AS1
285547	2125	LINC01097
285548	1749	LINC01096
285550	4385	FAM200B
285555	1654	STPG2
285577	3199	LINC01019
285588	704	EFCAB9
285590	8752	SH3PXD2B
285593	3022	LOC285593
285596	5506	FAM153A
285598	3383	ARL10
2856	1077	GPR33
285600	8280	KIAA0825
285601	1305	GPR150
285605	4974	DTWD2
285613	2583	RELL2
285622	2680	NBPF22P
285626	1580	LOC285626
285627	2012	LOC285627
285629	2322	LOC285629
285636	5222	C5orf51
285641	4979	SLC36A3
285643	4426	KIF4B
285659	948	OR2V2
285668	2970	C5orf64
285671	5060	RNF180
285672	6997	SREK1IP1
285676	2187	ZNF454
285679	1207	C5orf60
285692	1845	LOC285692
285696	4625	LOC285696
2857	2057	GPR34
285704	5922	RGMB
285708	3909	LINC00491
285735	2515	LINC00326
285740	2825	PHACTR2-AS1
285753	3153	CEP57L1
285755	4326	PPIL6
285758	2750	LINC01268
285759	2006	FLJ34503
285761	3869	DCBLD1
285762	3469	LOC285762
285768	2626	LINC01622
285780	4118	LY86-AS1
285782	3475	CAGE1
285796	2135	PACRG-AS1
285800	2704	PRR18
285819	2904	LOC285819
285847	1732	LOC285847
285848	2599	PNPLA1
285852	2212	TREML4
285855	2741	RPL7L1
285877	1270	POM121L12
285878	3031	VSTM2A-OT1
285888	2234	CNPY1
285889	2698	LOC285889
2859	2596	GPR35
285908	4424	LINC00174
285941	1991	C7orf71
285954	4527	INHBA-AS1
285955	2650	SPDYE1
285958	803	SNHG15
285961	671	SEPT7P9
285965	5016	EPHA1-AS1
285966	8480	TCAF2
285971	2275	ZNF775
285972	2043	LINC00996
285973	4988	ATG9B
285987	3005	DLX6-AS1
285989	2417	ZNF789
286	9281	ANK1
286002	3888	SLC26A4-AS1
286006	2087	LSMEM1
286016	2017	TPI1P2
286023	1998	FLJ40288
286042	2552	FAM86B3P
286046	3759	XKR6
286053	1212	NSMCE2
286059	2636	LOC286059
286094	1240	LINC01591
286097	3987	MICU3
2861	3815	GPR37
286101	5430	ZNF252P
286102	4033	TMED10P1
286103	3236	ZNF252P-AS1
286114	1644	LOC286114
286128	7349	ZFP41
286133	4560	SCARA5
286135	2840	FAM183CP
286140	1083	RNF5P1
286144	4749	TRIQK
286148	6834	DPY19L4
286151	4021	FBXO43
286183	1566	NKAIN3
286184	3708	LINC01289
286186	2520	LINC01299
286187	1084	PPP1R42
286189	1600	C8orf34-AS1
286190	3715	LACTB2-AS1
2862	1239	MLNR
286204	6365	CRB2
286205	12210	SCAI
286207	1826	CFAP157
286223	4896	C9orf47
286234	4447	SPATA31E1
286238	940	LOC286238
286256	2390	LCN12
286257	812	C9orf142
286262	2715	TPRN
286297	5184	LOC286297
2863	2821	GPR39
286319	2470	TUSC1
286333	5802	FAM225A
286336	4320	FAM78A
286343	2690	LURAP1L
286359	2017	LOC286359
286362	957	OR13C9
286365	1041	OR13D1
286367	3413	NA
286370	2720	MIR4290HG
286380	2218	FOXD4L3
2864	923	FFAR1
286410	6275	ATP11C
286411	2084	LINC00632
286436	1882	H2BFM
286437	2318	LOC286437
286442	1773	LINC01281
286451	6282	YIPF6
286464	1956	CFAP47
286467	3179	FIRRE
286495	2542	TTC3P1
286499	3416	FAM133A
2865	1672	FFAR3
286514	1812	MAGEB18
286554	3668	BCORP1
286557	427	RBMY1A3P
286676	3028	ILDR1
2867	2053	FFAR2
286749	4134	STON1-GTF2A1L
2868	3922	GRK4
286826	3851	LIN9
286827	3876	TRIM59
286828	777	CSN1S2AP
286887	2289	KRT6C
2869	2925	GRK5
287	15252	ANK2
2870	3342	GRK6
287015	2554	TRIM42
2872	4984	MKNK2
2873	2399	GPS1
2874	2922	GPS2
2875	2206	GPT
2876	1183	GPX1
2877	1499	GPX2
2878	1761	GPX3
2879	1231	GPX4
288	19614	ANK3
2882	1229	GPX7
2885	3304	GRB2
2886	2701	GRB7
2887	6211	GRB10
2888	2580	GRB14
2889	7002	RAPGEF1
2890	6405	GRIA1
2891	6518	GRIA2
2892	6129	GRIA3
2893	10057	GRIA4
2894	5955	GRID1
2895	7021	GRID2
28951	4406	TRIB2
28952	2815	CCDC22
28954	1670	REM1
28955	1501	DEXI
28956	985	LAMTOR2
28957	707	MRPS28
28958	1959	COA3
28959	1786	TMEM176B
2896	2305	GRN
28960	1479	DCPS
28962	4467	OSTM1
28964	3760	GIT1
28965	2841	SLC27A6
28966	2274	SNX24
28968	3145	SLC6A16
28969	3426	BZW2
2897	3718	GRIK1
28970	4074	C11orf54
28971	1159	AAMDC
28972	1084	SPCS1
28974	909	C19orf53
28976	3567	ACAD9
28977	3247	MRPL42
28978	1014	TMEM14A
2898	5821	GRIK2
28981	3918	IFT81
28982	5939	FLVCR1
28984	1108	RGCC
28985	9979	MCTS1
28986	1480	MAGEH1
28987	1775	NOB1
28988	2264	DBNL
28989	2063	NTMT1
2899	9588	GRIK3
28990	2853	ASTE1
28991	4078	COMMD5
28992	1257	MACROD1
28996	15225	HIPK2
28998	1110	MRPL13
28999	2525	KLF15
290	3650	ANPEP
2900	6292	GRIK4
2901	3904	GRIK5
29015	3210	SLC43A3
29018	1261	FOXN3-AS2
2902	5852	GRIN1
29028	6469	ATAD2
2903	15345	GRIN2A
29034	2305	CPS1-IT1
29035	3979	C16orf72
2904	5941	GRIN2B
2905	8121	GRIN2C
29058	2662	TMEM230
2906	5093	GRIN2D
29062	5568	WDR91
29063	2840	ZCCHC4
29065	1179	ASAP1-IT1
29066	4501	ZC3H7A
29068	10654	ZBTB44
2907	2165	GRINA
29070	5266	CCDC113
29071	1904	C1GALT1C1
29072	9174	SETD2
29074	1168	MRPL18
29075	2191	LINC00652
29078	2482	NDUFAF4
29079	2454	MED4
2908	10277	NR3C1
29080	1744	CCDC59
29081	1005	METTL5
29082	2273	CHMP4A
29083	2041	GTPBP8
29085	1253	PHPT1
29086	2703	BABAM1
29087	1527	THYN1
29088	1749	MRPL15
29089	908	UBE2T
2909	8888	ARHGAP35
29090	1534	TIMM21
29091	5133	STXBP6
29092	1388	LINC00339
29093	3173	MRPL22
29094	3827	LGALSL
29095	1334	ORMDL2
29097	4013	CNIH4
29098	1166	RANGRF
29099	3596	COMMD9
291	4420	SLC25A4
29100	820	TMEM208
29101	4413	SSU72
29102	5497	DROSHA
29103	2776	DNAJC15
29104	1543	N6AMT1
29105	1583	CFAP20
29106	3310	SCG3
29107	1117	NXT1
29108	773	PYCARD
29109	4381	FHOD1
2911	6986	GRM1
29110	3087	TBK1
29114	1576	TAGLN3
29115	3118	SAP30BP
29116	3071	MYLIP
29117	2312	BRD7
29118	1915	DDX25
29119	5088	CTNNA3
2912	3513	GRM2
29121	5974	CLEC2D
29122	3259	PRSS50
29123	14090	ANKRD11
29124	595	LGALS13
29125	2262	C11orf21
29126	4094	CD274
29127	3459	RACGAP1
29128	4290	UHRF1
2913	4260	GRM3
2914	10819	GRM4
2915	8429	GRM5
2916	6993	GRM6
2917	7205	GRM7
2918	4742	GRM8
2919	1192	CXCL1
292	1351	SLC25A5
2920	1203	CXCL2
2921	1157	CXCL3
2922	847	GRP
2923	3229	PDIA3
2925	2681	GRPR
2926	6925	GRSF1
2928	618	GSC2
2931	3930	GSK3A
2932	7118	GSK3B
2934	5873	GSN
2935	7774	GSPT1
2936	3160	GSR
2937	2732	GSS
2938	2134	GSTA1
2939	1309	GSTA2
2940	913	GSTA3
2941	1387	GSTA4
2944	1185	GSTM1
2946	2368	GSTM2
2947	4168	GSTM3
2948	2401	GSTM4
2949	4391	GSTM5
2950	958	GSTP1
2952	2157	GSTT1
2954	1722	GSTZ1
2956	4656	MSH6
2957	6486	GTF2A1
2958	1582	GTF2A2
2959	1645	GTF2B
2960	3033	GTF2E1
2961	1536	GTF2E2
2962	2551	GTF2F1
2963	1453	GTF2F2
2965	3515	GTF2H1
2966	362	GTF2H2
2967	3452	GTF2H3
2969	5376	GTF2I
2970	7014	GTF2IP1
2971	2335	GTF3A
2972	6684	BRF1
2974	3251	GUCY1B2
2975	7107	GTF3C1
2976	4519	GTF3C2
29760	1828	BLNK
29761	5343	USP25
29763	2138	PACSIN3
29765	1322	TMOD4
29766	5173	TMOD3
29767	9266	TMOD2
2977	16282	GUCY1A2
29774	5224	POM121L9P
29775	5613	CARD10
29777	2263	ABT1
2978	2275	GUCA1A
29780	2172	PARVB
29781	3858	NCAPH2
29785	2621	CYP2S1
29789	4356	OLA1
2979	2270	GUCA1B
29796	975	UQCR10
29797	7712	POM121L8P
29799	4668	YPEL1
2980	575	GUCA2A
29800	2009	ZDHHC1
29801	5012	ZDHHC8
29802	585	VPREB3
29803	3398	REPIN1
2981	597	GUCA2B
2982	10350	GUCY1A3
2983	3782	GUCY1B3
2984	4175	GUCY2C
29841	3893	GRHL1
29842	9286	TFCP2L1
29843	5419	SENP1
29850	3958	TRPM5
29851	2650	ICOS
29855	6971	UBN1
2986	3854	GUCY2F
2987	1681	GUK1
29880	1349	ALG5
29881	5260	NPC1L1
29882	3508	ANAPC2
29883	5331	CNOT7
29886	4727	SNX8
29887	3015	SNX10
29888	3682	STRN4
29889	2694	GNL2
29890	6638	RBM15B
29893	1980	PSMC3IP
29894	4934	CPSF1
29895	655	MYLPF
29896	2245	TRA2A
29899	6056	GPSM2
2990	2474	GUSB
29901	1567	SAC3D1
29902	1981	FAM216A
29903	2716	CCDC106
29904	7412	EEF2K
29906	3689	ST8SIA5
29909	1795	GPR171
29911	2610	HOOK2
29914	3654	UBIAD1
29915	5735	HCFC2
29916	2444	SNX11
29919	2226	C18orf8
2992	2022	GYG1
29920	2136	PYCR2
29922	5783	NME7
29923	1412	HILPDA
29924	3263	EPN1
29925	1688	GMPPB
29926	1871	GMPPA
29927	4026	SEC61A1
29929	3371	ALG6
2993	3254	GYPA
29930	2587	PCDHB1
29931	2887	LINC00312
29933	4103	GPR132
29934	2670	SNX12
29935	1544	RPA4
29937	949	NENF
2994	801	GYPB
29940	9368	DSE
29941	3381	PKN3
29942	3768	PURG
29943	4014	PADI1
29944	3748	PNMA3
29945	3983	ANAPC4
29946	1679	SERTAD3
29947	1706	DNMT3L
29948	2540	OSGIN1
29949	2581	IL19
2995	2067	GYPC
29950	1205	SERTAD1
29951	4530	PDZRN4
29952	1687	DPP7
29953	5552	TRHDE
29954	6402	POMT2
29956	2544	CERS2
29957	3899	SLC25A24
29958	4188	DMGDH
29959	4056	NRBP1
2996	1884	GYPE
29960	2524	FTSJ2
29964	3289	PRICKLE4
29966	4222	STRN3
29967	5082	LRP12
29968	2256	PSAT1
29969	5592	MDFIC
2997	3618	GYS1
29970	2984	SCHIP1
29974	9567	A1CF
29978	3418	UBQLN2
29979	4168	UBQLN1
2998	3132	GYS2
29980	4011	DONSON
29982	1901	NRBF2
29984	1133	RHOD
29985	4030	SLC39A3
29986	1418	SLC39A2
29988	2169	SLC2A8
29989	1068	OBP2B
2999	971	GZMH
29990	1438	PILRB
29991	754	OBP2A
29992	1625	PILRA
29993	4498	PACSIN1
29994	13788	BAZ2B
29995	3158	LMCD1
29997	1966	GLTSCR2
29998	6098	GLTSCR1
29999	2900	FSCN3
3	1201	A2MP1
30	1819	ACAA1
3000	3623	GUCY2D
30000	6177	TNPO2
30001	3310	ERO1A
30008	2068	EFEMP2
30009	2572	TBX21
3001	896	GZMA
30010	3019	NXPH1
30011	5421	SH3KBP1
30012	1493	TLX3
3002	938	GZMB
3003	1045	GZMK
3004	941	GZMM
3005	2330	H1F0
3006	732	HIST1H1C
30061	3916	SLC40A1
30062	3197	RAX
3007	777	HIST1H1D
3008	785	HIST1H1E
3009	790	HIST1H1B
301	2773	ANXA1
3010	725	HIST1H1T
3012	564	HIST1H2AE
3013	510	HIST1H2AD
3014	1593	H2AFX
3015	1843	H2AFZ
3017	861	HIST1H2BD
3018	431	HIST1H2BB
302	2303	ANXA2
3020	1853	H3F3A
3021	2705	H3F3B
3024	781	HIST1H1A
3026	3221	HABP2
3028	963	HSD17B10
3029	2210	HAGH
303	1343	ANXA2P1
3030	3670	HADHA
3032	2303	HADHB
3033	2316	HADH
3034	3913	HAL
3035	4099	HARS
3036	2156	HAS1
3037	3275	HAS2
3038	5003	HAS3
3039	576	HBA1
304	1310	ANXA2P2
3040	605	HBA2
3042	510	HBM
3043	626	HBB
3044	659	HBBP1
3045	774	HBD
3046	956	HBE1
3047	584	HBG1
3048	1979	HBG2
3049	653	HBQ1
305	1350	ANXA2P3
3050	589	HBZ
3052	2356	HCCS
3053	2292	SERPIND1
3054	8426	HCFC1
3055	2283	HCK
3059	2633	HCLS1
306	1618	ANXA3
3060	577	HCRT
3061	2492	HCRTR1
3062	2738	HCRTR2
3064	13475	HTT
3065	3547	HDAC1
3066	6929	HDAC2
3067	3871	HDC
3068	3365	HDGF
3069	7015	HDLBP
307	3048	ANXA4
3070	3346	HELLS
3071	4000	NCKAP1L
3073	2970	HEXA
3074	2437	HEXB
3075	4375	CFH
3077	2255	HFE
3078	1492	CFHR1
308	1634	ANXA5
3080	1036	CFHR2
3081	3196	HGD
30811	7385	HUNK
30812	3049	SOX8
30813	3733	VSX1
30814	487	PLA2G2E
30815	2768	ST6GALNAC6
30816	5578	ERVW-1
30817	7092	ADGRE2
30818	6393	KCNIP3
30819	2935	KCNIP2
3082	6352	HGF
30820	2762	KCNIP1
30827	3217	CXXC1
3083	2059	HGFAC
30832	2373	ZNF354C
30833	1037	NT5C
30835	4426	CD209
30836	2722	DNTTIP2
3084	7786	NRG1
30844	4356	EHD4
30845	3906	EHD3
30846	3584	EHD2
30848	993	CTAG2
30849	5039	PIK3R4
30850	3533	CDR2L
30851	2098	TAX1BP3
3087	1759	HHEX
309	3115	ANXA6
3090	4139	HIC1
3091	4395	HIF1A
3092	8040	HIP1
3093	5243	UBE2K
3094	1068	HINT1
3096	8874	HIVEP1
30968	1431	STOML2
3097	9724	HIVEP2
3098	4793	HK1
3099	7093	HK2
310	2587	ANXA7
3101	3727	HK3
3104	3631	ZBTB48
311	4034	ANXA11
3110	3215	MNX1
3117	6469	HLA-DQA1
312	1593	ANXA13
3125	1352	HLA-DRB3
3127	1362	HLA-DRB5
313	2559	AOAH
3131	5812	HLF
314	2669	AOC2
3140	8837	MR1
3141	7368	HLCS
3142	2278	HLX
3145	2307	HMBS
3146	5142	HMGB1
3148	1653	HMGB2
3149	5140	HMGB3
3150	2003	HMGN1
3151	1969	HMGN2
3155	3077	HMGCL
3156	4871	HMGCR
3157	5457	HMGCS1
3158	2466	HMGCS2
3159	2494	HMGA1
316	5034	AOX1
3161	3142	HMMR
3162	1590	HMOX1
3164	3843	NR4A1
3166	1896	HMX1
3167	1628	HMX2
3169	3567	FOXA1
317	7191	APAF1
3170	2612	FOXA2
3171	1989	FOXA3
3172	5470	HNF4A
3174	4357	HNF4G
3175	2407	ONECUT1
3176	4178	HNMT
317648	7013	NOP14-AS1
317649	6730	EIF4E3
317662	3263	FAM149B1
317671	2841	RFESD
3177	2680	SLC29A2
317701	1311	VN1R2
317703	906	VN1R4
317716	1220	BPIFA4P
317719	2243	KLHL10
317749	4935	DHRS4L2
317751	3242	MESTIT1
317754	1826	POTED
317760	3036	ADAM20P1
317761	2763	C14orf39
317762	5671	CCDC85C
317772	448	HIST2H2AB
317781	4717	DDX51
3178	2363	HNRNPA1
318	1075	NUDT2
3181	3702	HNRNPA2B1
3182	1890	HNRNPAB
3183	3689	HNRNPC
3184	2806	HNRNPD
3185	3369	HNRNPF
3187	3904	HNRNPH1
3188	2392	HNRNPH2
3189	3442	HNRNPH3
319	1689	APOF
3190	4260	HNRNPK
3191	5955	HNRNPL
319100	1038	TAAR6
319101	2284	KRT73
319103	109	SNORD8
319139	71	SNORD56B
3192	7463	HNRNPU
3195	2130	TLX1
3196	2577	TLX2
3198	2547	HOXA1
3199	1778	HOXA2
32	9535	ACACB
3200	3476	HOXA3
3201	1728	HOXA4
3202	1657	HOXA5
3203	802	HOXA6
3204	2015	HOXA7
3205	2057	HOXA9
3206	3187	HOXA10
3207	2660	HOXA11
3208	1406	HPCA
3209	2514	HOXA13
3211	1014	HOXB1
3212	1603	HOXB2
3213	4202	HOXB3
3214	2033	HOXB4
3215	1821	HOXB5
3216	1974	HOXB6
3217	1366	HOXB7
3218	1823	HOXB8
3219	2700	HOXB9
322	4778	APBB1
3221	2346	HOXC4
3222	2175	HOXC5
3223	2244	HOXC6
3224	2288	HOXC8
3225	1541	HOXC9
3226	1959	HOXC10
3227	2037	HOXC11
3228	849	HOXC12
3229	2396	HOXC13
323	9238	APBB2
3231	2108	HOXD1
3232	2299	HOXD3
3233	1296	HOXD4
3234	2629	HOXD8
3235	1885	HOXD9
3236	1804	HOXD10
3237	1568	HOXD11
3238	813	HOXD12
3239	2327	HOXD13
324	12370	APC
3240	1431	HP
3241	6125	HPCAL1
3242	1942	HPD
3248	3027	HPGD
3249	3139	HPN
325	931	APCS
3250	1242	HPR
3251	1415	HPRT1
3257	4350	HPS1
326	3129	AIRE
3262	1198	HPVC1
3263	2179	HPX
326332	2177	NA
326340	1460	ZAR1
326342	2768	ADGRE4P
326343	569	MT1DP
3266	826	ERAS
326624	4535	RAB37
326625	4382	MMAB
3267	8738	AGFG1
3268	5443	AGFG2
3269	4818	HRH1
327	2773	APEH
3270	2384	HRC
3273	2003	HRG
3274	4048	HRH2
3275	8723	PRMT2
3276	2266	PRMT1
327657	2020	SERPINA9
328	1553	APEX1
3280	1945	HES1
3281	1989	HSBP1
3283	1754	HSD3B1
3284	5933	HSD3B2
329	4265	BIRC2
3290	1566	HSD11B1
3291	1882	HSD11B2
3292	2324	HSD17B1
3293	1134	HSD17B3
3294	1434	HSD17B2
3295	3132	HSD17B4
3297	2193	HSF1
3298	2885	HSF2
3299	2618	HSF4
33	2980	ACADL
330	6911	BIRC3
3300	3863	DNAJB2
3301	1731	DNAJA1
3306	2769	HSPA2
3308	3385	HSPA4
3309	3970	HSPA5
331	8545	XIAP
3310	2652	HSPA6
3311	2493	HSPA7
3312	3008	HSPA8
3313	3609	HSPA9
3315	1048	HSPB1
3316	1168	HSPB2
332	3093	BIRC5
3320	4485	HSP90AA1
3321	7433	IGSF3
3326	2905	HSP90AB1
3329	3650	HSPD1
333	2640	APLP1
3336	953	HSPE1
3337	2346	DNAJB1
3338	1380	DNAJC4
3339	15301	HSPG2
333926	2722	PPM1J
333929	1713	SNAI3
334	4078	APLP2
3340	8648	NDST1
3344	5463	FOXN2
3346	537	HTN1
3347	578	HTN3
335	897	APOA1
3350	2245	HTR1A
3351	1173	HTR1B
3352	2835	HTR1D
3354	2048	HTR1E
3355	3178	HTR1F
3356	5442	HTR2A
3357	2232	HTR2B
3358	4842	HTR2C
3359	2410	HTR3A
336	473	APOA2
3360	6705	HTR4
3361	4555	HTR5A
3362	3388	HTR6
3363	3351	HTR7
3364	3017	HUS1
337	1460	APOA4
3371	9022	TNC
3373	3137	HYAL1
3375	1976	IAPP
3376	4710	IARS
337867	4113	UBAC2
337873	582	HIST2H2BC
337875	515	HIST2H2BA
337876	3492	CHSY3
337878	693	KRTAP7-1
337879	556	KRTAP8-1
337880	911	KRTAP11-1
337882	273	KRTAP19-1
337959	849	KRTAP13-2
337960	520	KRTAP13-3
337963	208	KRTAP23-1
337966	219	KRTAP6-1
337967	189	KRTAP6-2
337968	616	KRTAP6-3
337969	159	KRTAP19-2
337970	494	KRTAP19-3
337971	255	KRTAP19-4
337972	219	KRTAP19-5
337973	328	KRTAP19-6
337974	192	KRTAP19-7
337975	171	KRTAP20-1
337976	198	KRTAP20-2
337977	240	KRTAP21-1
337978	252	KRTAP21-2
337979	147	KRTAP22-1
337985	273	KRTAP20-3
338	14121	APOB
338069	1572	ST7-OT4
338094	1981	FAM151A
3381	1591	IBSP
3382	3144	ICA1
3383	3246	ICAM1
338321	3484	NLRP9
338323	3823	NLRP14
338324	4279	S100A7A
338328	2282	GPIHBP1
338339	1934	CLEC4D
338376	1474	IFNE
338382	3229	RAB7B
338398	957	TAS2R60
3384	2375	ICAM2
338429	134	SNORD109B
338433	82	SNORD115-1
338436	2452	BLACE
338440	3099	ANO9
338442	2065	HCAR2
3385	2394	ICAM3
338557	3653	FFAR4
338567	1155	KCNK18
338579	4587	ANKRD30BP3
338588	1011	LINC00705
338596	1398	ST8SIA6
338599	663	DUPD1
3386	1489	ICAM4
338645	5297	LUZP2
338657	1518	CCDC84
338661	1098	TMEM225
338662	945	OR8D4
338674	945	OR5F1
338675	951	OR5AP2
338692	4000	ANKRD13D
338699	5477	ANKRD42
338707	3454	B4GALNT4
338739	2060	CSTF3-AS1
338751	1094	OR52L1
338755	951	OR2AG2
338758	2998	LINC00936
338761	2065	C1QL4
338773	2701	TMEM119
338785	2236	KRT79
338797	1795	LOC338797
338799	2101	LINC01089
338809	2369	C12orf74
338811	4942	FAM19A2
338817	3671	LINC01252
338821	2347	SLCO1B7
338862	3433	LINC00550
338864	2105	LINC00347
338872	1826	C1QTNF9
338879	651	RNASE10
338917	2995	VSX2
338949	1296	TMEM202
338963	2817	LOC338963
339	909	APOBEC1
339005	4350	WHAMMP3
339105	2788	PRSS53
339122	4679	RAB43
339123	2042	JMJD8
339145	1897	FAM92B
339166	1821	LOC339166
339168	1169	TMEM95
339175	2725	METTL2A
339184	2806	CCDC144NL
339201	2258	ASB16-AS1
339210	2012	C17orf67
339221	1859	ENPP7
339229	620	OXLD1
339230	2108	CCDC137
339231	1862	ARL16
339240	3153	KRT17P5
339263	8650	C17orf51
339287	5109	MSL1
339290	5566	LINC00667
339291	906	LRRC30
339298	2794	LOC339298
339302	1964	CPLX4
339318	3270	ZNF181
339324	5582	ZNF260
339327	4593	ZNF546
339344	1887	MYPOP
339345	1564	NANOS2
339366	3008	ADAMTSL5
339390	1360	CLEC4G
339398	2606	LINGO4
3394	3671	IRF8
339400	4139	FLG-AS1
339403	1146	RXFP4
339416	4119	ANKRD45
339442	2283	LINC01343
339448	2511	C1orf174
339451	3459	KLHL17
339453	1117	TMEM240
339456	1324	TMEM52
339479	2917	BRINP3
339483	2811	MTMR9LP
339487	894	ZBTB8OS
339488	2187	TFAP2E
339500	9453	ZNF678
339501	1243	PRSS38
339505	3783	LINC01141
339512	2301	CCDC190
339524	5586	LINC01140
339529	1800	LOC339529
339535	1531	LINC01139
339539	2365	LOC339539
339541	1685	C1orf228
339559	2459	ZFP69
339568	1514	LOC339568
339593	2274	LOC339593
3396	879	ICT1
339622	2716	LOC339622
339665	4025	SLC35E4
339666	1557	LOC339666
339669	1049	TEX33
339674	1506	LINC00634
3397	1232	ID1
339745	5735	SPOPL
339751	2537	MLK7-AS1
339761	4775	CYP27C1
339766	5399	MROH2A
339768	4822	ESPNL
339778	695	C2orf70
339779	2063	PRR30
339788	2315	LINC00298
339789	3389	LINC00299
3398	1364	ID2
339803	2554	LOC339803
339804	1249	C2orf74
339807	1771	LOC339807
339829	4724	CCDC39
339834	4399	CCDC36
339855	9026	KY
339862	2331	LOC339862
339874	1978	LOC339874
339883	2729	C3orf35
339894	2016	LINC00880
339896	3688	GADL1
3399	1239	ID3
339906	995	PRSS42
339926	1416	EHHADH-AS1
339929	2883	LPP-AS2
339942	2193	H1FX-AS1
339965	4154	CCDC158
339967	2428	TMPRSS11A
339975	2432	LOC339975
339976	1840	TRIML1
339977	3329	LRRC66
339983	5871	NAT8L
34	3278	ACADM
3400	3876	ID4
340017	1392	LOC340017
340024	5172	SLC6A19
340037	1600	PRR7-AS1
340061	2175	TMEM173
340069	1378	FAM170A
340073	2160	C5orf66-AS2
340074	2042	LOC340074
340075	3167	ARSI
340094	1798	LINC01020
340107	2290	LOC340107
340113	2008	LOC340113
340120	3950	ANKRD34B
340146	2358	SLC35D3
340152	4932	ZC3H12D
340156	5819	MYLK4
340168	660	DPPA5
340204	477	CLPSL1
340205	1340	TREML1
340206	1137	TREML3P
340252	4912	ZNF680
340260	1596	UNCX
340267	4363	COL28A1
340273	8878	ABCB5
340277	6902	FAM221A
340286	1647	FAM183BP
340307	2662	CTAGE6
340348	3238	TSPAN33
340351	3533	AGBL3
340357	957	LOC340357
340359	1834	KLHL38
340371	4619	NRBP2
340385	5308	ZNF517
340390	8282	WDR97
340393	1672	TMEM249
340419	3495	RSPO2
340441	1976	POTEA
340481	9425	ZDHHC21
340485	3507	ACER2
340508	2262	GAS2L1P2
340515	2020	LINC01501
340526	4338	RGAG4
340527	5001	NHSL2
340529	2175	PABPC1L2A
340533	11717	KIAA2022
340542	1017	BEX5
340543	1166	TCEAL5
340544	2870	MORF4L2-AS1
340547	3236	VSIG1
340554	7256	ZC3H12B
340562	2152	SATL1
340578	2599	DCAF12L2
340591	994	CA5BP1
340595	2958	ZCCHC16
340596	1893	LHFPL1
340654	1670	LIPM
340665	3069	CYP26C1
340706	6364	VWA2
340719	4627	NANOS1
340745	3181	LRIT2
340784	1074	HMX3
340811	2182	AKR1C8P
340895	6960	MALRD1
